regiao;tipo_estabelecimento;ano;resultado;n_conformidades;tempo_resolucao;tipo_conformidade;gravidade_conformidade;tamanho_estabelecimento;numero_fiscalizacoes_previas;tipo_acao_corretiva;status_acao_corretiva;categoria_produtos;licenca_valida;dias_desde_ultima_fiscalizacao;inspecao_planejada;fiscal_responsavel
Centro-Oeste;Clínica;2022;Não Conforme;2;279;Armazenamento;Média;Médio;0;Adequação de Processo;Em Progresso;Alimentos;Sim;656;Planejada;1041
Centro-Oeste;Clínica;2019;Conforme;7;353;Armazenamento;Média;Médio;2;Requalificação de Pessoal;Concluída;Cosméticos;Não;314;Não Planejada;1012
Sudeste;Laboratório;2021;Conforme;0;201;Boas Práticas de Fabricação;Média;Pequeno;1;Reformulação de Produtos;Pendente;Cosméticos;Sim;334;Planejada;1008
Centro-Oeste;Hospital;2019;Conforme;5;293;Registro de Produtos;Média;Médio;2;Melhoria de Infraestrutura;Pendente;Medicamentos;Sim;64;Não Planejada;1004
Centro-Oeste;Clínica;2022;Conforme;2;286;Boas Práticas de Fabricação;Alta;Grande;1;Adequação de Processo;Pendente;Cosméticos;Sim;308;Não Planejada;1037
Nordeste;Distribuidora;2021;Não Conforme;5;221;Armazenamento;Média;Médio;2;Requalificação de Pessoal;Concluída;Saneantes;Sim;40;Planejada;1095
Norte;Clínica;2019;Não Conforme;2;162;Rotulagem;Média;Grande;1;Reformulação de Produtos;Em Progresso;Medicamentos;Não;243;Planejada;1093
Sudeste;Distribuidora;2021;Não Conforme;7;183;Condições Sanitárias;Média;Médio;0;Requalificação de Pessoal;Em Progresso;Alimentos;Sim;361;Não Planejada;1048
Sudeste;Hospital;2020;Não Conforme;4;265;Rotulagem;Baixa;Grande;0;Reformulação de Produtos;Pendente;Medicamentos;Sim;245;Não Planejada;1091
Sudeste;Indústria de Saneantes;2020;Conforme;3;132;Armazenamento;Baixa;Médio;1;Adequação de Processo;Pendente;Saneantes;Não;609;Planejada;1027
Nordeste;Indústria de Cosméticos;2023;Conforme;8;322;Rotulagem;Alta;Médio;1;Reformulação de Produtos;Concluída;Cosméticos;Sim;145;Planejada;1042
Centro-Oeste;Hospital;2020;Não Conforme;4;120;Registro de Produtos;Média;Pequeno;4;Adequação de Processo;Pendente;Cosméticos;Não;568;Não Planejada;1069
Norte;Indústria de Cosméticos;2019;Conforme;3;219;Registro de Produtos;Média;Pequeno;0;Reformulação de Produtos;Pendente;Cosméticos;Não;30;Não Planejada;1040
Sul;Indústria de Cosméticos;2022;Conforme;7;160;Boas Práticas de Fabricação;Baixa;Grande;2;Requalificação de Pessoal;Concluída;Alimentos;Não;620;Planejada;1043
Centro-Oeste;Hospital;2021;Conforme;7;300;Rotulagem;Média;Pequeno;4;Requalificação de Pessoal;Pendente;Medicamentos;Sim;726;Planejada;1028
Nordeste;Clínica;2018;Conforme;7;109;Rotulagem;Alta;Grande;1;Adequação de Processo;Em Progresso;Alimentos;Não;428;Não Planejada;1067
Centro-Oeste;Farmácia;2020;Não Conforme;3;238;Armazenamento;Média;Pequeno;2;Melhoria de Infraestrutura;Concluída;Saneantes;Sim;382;Planejada;1081
Centro-Oeste;Clínica;2020;Conforme;0;293;Boas Práticas de Fabricação;Alta;Pequeno;3;Adequação de Processo;Em Progresso;Alimentos;Não;453;Não Planejada;1078
Nordeste;Clínica;2018;Não Conforme;1;67;Boas Práticas de Fabricação;Baixa;Grande;3;Requalificação de Pessoal;Pendente;Medicamentos;Não;616;Planejada;1024
Sudeste;Indústria de Saneantes;2018;Conforme;3;316;Rotulagem;Alta;Médio;3;Reformulação de Produtos;Pendente;Cosméticos;Não;181;Não Planejada;1067
Sudeste;Laboratório;2019;Conforme;9;187;Condições Sanitárias;Alta;Grande;2;Melhoria de Infraestrutura;Concluída;Cosméticos;Sim;498;Planejada;1013
Norte;Laboratório;2021;Não Conforme;1;36;Rotulagem;Alta;Grande;1;Requalificação de Pessoal;Concluída;Cosméticos;Não;639;Não Planejada;1058
Norte;Clínica;2020;Não Conforme;9;49;Rotulagem;Alta;Grande;2;Melhoria de Infraestrutura;Concluída;Cosméticos;Não;198;Não Planejada;1061
Sudeste;Distribuidora;2022;Conforme;2;256;Rotulagem;Alta;Pequeno;4;Adequação de Processo;Concluída;Alimentos;Sim;343;Planejada;1016
Sul;Indústria de Saneantes;2019;Conforme;8;107;Registro de Produtos;Alta;Pequeno;4;Requalificação de Pessoal;Pendente;Medicamentos;Não;33;Não Planejada;1097
Centro-Oeste;Indústria de Cosméticos;2019;Não Conforme;8;8;Boas Práticas de Fabricação;Alta;Pequeno;3;Adequação de Processo;Pendente;Medicamentos;Não;334;Planejada;1018
Sul;Laboratório;2022;Conforme;8;236;Registro de Produtos;Alta;Grande;1;Requalificação de Pessoal;Em Progresso;Medicamentos;Não;234;Planejada;1028
Centro-Oeste;Clínica;2022;Conforme;6;178;Condições Sanitárias;Alta;Médio;4;Requalificação de Pessoal;Em Progresso;Alimentos;Sim;548;Planejada;1085
Sudeste;Indústria de Saneantes;2023;Não Conforme;3;242;Armazenamento;Baixa;Médio;0;Adequação de Processo;Concluída;Cosméticos;Não;530;Planejada;1077
Norte;Farmácia;2022;Conforme;0;41;Condições Sanitárias;Alta;Grande;0;Requalificação de Pessoal;Pendente;Cosméticos;Sim;428;Planejada;1099
Norte;Distribuidora;2018;Conforme;2;357;Boas Práticas de Fabricação;Alta;Grande;3;Melhoria de Infraestrutura;Concluída;Medicamentos;Sim;266;Não Planejada;1065
Sul;Hospital;2020;Conforme;7;245;Armazenamento;Média;Médio;3;Melhoria de Infraestrutura;Concluída;Cosméticos;Sim;295;Planejada;1044
Norte;Clínica;2023;Conforme;3;113;Condições Sanitárias;Média;Pequeno;3;Adequação de Processo;Concluída;Alimentos;Não;440;Planejada;1070
Sudeste;Indústria de Saneantes;2018;Conforme;9;256;Boas Práticas de Fabricação;Média;Grande;4;Reformulação de Produtos;Concluída;Saneantes;Não;561;Planejada;1027
Sul;Clínica;2023;Não Conforme;9;166;Condições Sanitárias;Alta;Médio;1;Melhoria de Infraestrutura;Concluída;Cosméticos;Sim;570;Não Planejada;1058
Centro-Oeste;Indústria de Cosméticos;2020;Conforme;1;342;Armazenamento;Baixa;Médio;3;Requalificação de Pessoal;Pendente;Saneantes;Sim;332;Planejada;1053
Norte;Distribuidora;2023;Não Conforme;7;78;Armazenamento;Baixa;Médio;2;Adequação de Processo;Em Progresso;Saneantes;Sim;151;Planejada;1007
Nordeste;Laboratório;2018;Não Conforme;6;207;Condições Sanitárias;Média;Pequeno;3;Reformulação de Produtos;Concluída;Saneantes;Não;647;Não Planejada;1092
Norte;Laboratório;2021;Conforme;9;311;Registro de Produtos;Média;Médio;4;Adequação de Processo;Pendente;Cosméticos;Não;301;Planejada;1009
Centro-Oeste;Laboratório;2020;Não Conforme;8;196;Condições Sanitárias;Alta;Médio;1;Melhoria de Infraestrutura;Concluída;Saneantes;Não;345;Planejada;1020
Sul;Hospital;2019;Conforme;1;321;Condições Sanitárias;Baixa;Médio;3;Requalificação de Pessoal;Pendente;Cosméticos;Sim;311;Não Planejada;1034
Centro-Oeste;Indústria de Saneantes;2020;Não Conforme;4;64;Condições Sanitárias;Baixa;Grande;0;Melhoria de Infraestrutura;Em Progresso;Medicamentos;Sim;636;Não Planejada;1003
Nordeste;Distribuidora;2020;Não Conforme;5;140;Registro de Produtos;Média;Grande;3;Adequação de Processo;Em Progresso;Alimentos;Sim;183;Não Planejada;1052
Sudeste;Distribuidora;2020;Não Conforme;1;42;Rotulagem;Baixa;Grande;3;Requalificação de Pessoal;Pendente;Saneantes;Não;717;Não Planejada;1084
Norte;Laboratório;2021;Conforme;1;306;Armazenamento;Média;Médio;1;Reformulação de Produtos;Concluída;Saneantes;Não;147;Planejada;1024
Sul;Laboratório;2018;Não Conforme;9;209;Boas Práticas de Fabricação;Média;Médio;2;Melhoria de Infraestrutura;Em Progresso;Medicamentos;Não;621;Não Planejada;1019
Sudeste;Indústria de Cosméticos;2019;Não Conforme;3;304;Armazenamento;Alta;Pequeno;3;Adequação de Processo;Concluída;Alimentos;Sim;150;Não Planejada;1070
Centro-Oeste;Farmácia;2018;Não Conforme;7;73;Armazenamento;Média;Médio;3;Requalificação de Pessoal;Concluída;Medicamentos;Não;267;Não Planejada;1070
Sul;Farmácia;2023;Conforme;4;153;Rotulagem;Alta;Pequeno;4;Adequação de Processo;Pendente;Alimentos;Não;490;Não Planejada;1095
Sudeste;Clínica;2023;Conforme;8;135;Armazenamento;Baixa;Médio;1;Reformulação de Produtos;Concluída;Saneantes;Sim;131;Planejada;1095
Sul;Clínica;2023;Não Conforme;3;362;Armazenamento;Baixa;Pequeno;4;Reformulação de Produtos;Pendente;Alimentos;Não;147;Planejada;1021
Nordeste;Distribuidora;2018;Não Conforme;2;264;Registro de Produtos;Média;Grande;3;Melhoria de Infraestrutura;Pendente;Medicamentos;Não;603;Planejada;1048
Nordeste;Distribuidora;2022;Não Conforme;9;216;Registro de Produtos;Média;Médio;3;Reformulação de Produtos;Pendente;Saneantes;Não;375;Planejada;1088
Norte;Hospital;2021;Não Conforme;7;209;Registro de Produtos;Alta;Pequeno;0;Reformulação de Produtos;Em Progresso;Medicamentos;Não;485;Planejada;1005
Norte;Hospital;2022;Conforme;0;204;Registro de Produtos;Alta;Grande;4;Melhoria de Infraestrutura;Concluída;Saneantes;Sim;504;Planejada;1050
Nordeste;Farmácia;2023;Conforme;8;110;Registro de Produtos;Baixa;Grande;1;Adequação de Processo;Pendente;Cosméticos;Sim;504;Não Planejada;1026
Sul;Clínica;2021;Conforme;3;31;Boas Práticas de Fabricação;Baixa;Médio;3;Melhoria de Infraestrutura;Pendente;Saneantes;Sim;219;Planejada;1017
Nordeste;Farmácia;2018;Não Conforme;8;12;Rotulagem;Média;Pequeno;0;Melhoria de Infraestrutura;Concluída;Alimentos;Sim;495;Não Planejada;1011
Norte;Farmácia;2023;Conforme;7;127;Condições Sanitárias;Média;Pequeno;0;Requalificação de Pessoal;Em Progresso;Alimentos;Não;546;Planejada;1027
Nordeste;Clínica;2018;Não Conforme;2;313;Registro de Produtos;Alta;Pequeno;2;Reformulação de Produtos;Pendente;Alimentos;Sim;11;Planejada;1018
Nordeste;Indústria de Saneantes;2021;Não Conforme;2;194;Rotulagem;Média;Grande;1;Reformulação de Produtos;Pendente;Alimentos;Sim;261;Não Planejada;1042
Sul;Hospital;2018;Não Conforme;8;140;Condições Sanitárias;Alta;Pequeno;0;Adequação de Processo;Pendente;Alimentos;Sim;71;Planejada;1080
Sudeste;Indústria de Cosméticos;2018;Conforme;2;27;Armazenamento;Baixa;Grande;1;Reformulação de Produtos;Pendente;Cosméticos;Sim;164;Planejada;1098
Norte;Indústria de Cosméticos;2019;Não Conforme;3;46;Armazenamento;Baixa;Pequeno;3;Adequação de Processo;Concluída;Saneantes;Não;261;Não Planejada;1014
Sul;Indústria de Cosméticos;2022;Conforme;8;135;Rotulagem;Média;Grande;2;Requalificação de Pessoal;Pendente;Saneantes;Sim;696;Planejada;1068
Nordeste;Clínica;2022;Não Conforme;3;317;Boas Práticas de Fabricação;Alta;Médio;1;Adequação de Processo;Em Progresso;Cosméticos;Não;645;Planejada;1035
Nordeste;Laboratório;2022;Conforme;2;58;Boas Práticas de Fabricação;Média;Grande;2;Adequação de Processo;Concluída;Cosméticos;Não;411;Planejada;1096
Sudeste;Laboratório;2020;Não Conforme;6;13;Rotulagem;Média;Pequeno;1;Requalificação de Pessoal;Em Progresso;Alimentos;Não;416;Não Planejada;1084
Norte;Laboratório;2019;Conforme;5;100;Boas Práticas de Fabricação;Alta;Grande;1;Melhoria de Infraestrutura;Concluída;Medicamentos;Sim;345;Não Planejada;1098
Norte;Distribuidora;2023;Não Conforme;0;49;Boas Práticas de Fabricação;Média;Pequeno;4;Requalificação de Pessoal;Concluída;Medicamentos;Não;234;Planejada;1041
Centro-Oeste;Hospital;2023;Conforme;9;291;Armazenamento;Alta;Médio;2;Reformulação de Produtos;Concluída;Alimentos;Sim;15;Não Planejada;1090
Norte;Hospital;2023;Não Conforme;7;94;Boas Práticas de Fabricação;Alta;Grande;1;Reformulação de Produtos;Em Progresso;Cosméticos;Sim;617;Não Planejada;1044
Sudeste;Indústria de Saneantes;2022;Não Conforme;0;95;Boas Práticas de Fabricação;Média;Médio;4;Requalificação de Pessoal;Em Progresso;Saneantes;Não;354;Não Planejada;1029
Centro-Oeste;Indústria de Saneantes;2022;Não Conforme;3;145;Rotulagem;Alta;Grande;4;Adequação de Processo;Pendente;Medicamentos;Não;483;Planejada;1038
Centro-Oeste;Distribuidora;2019;Conforme;5;72;Boas Práticas de Fabricação;Baixa;Grande;2;Requalificação de Pessoal;Em Progresso;Medicamentos;Não;438;Não Planejada;1045
Nordeste;Farmácia;2018;Não Conforme;5;10;Registro de Produtos;Baixa;Médio;3;Reformulação de Produtos;Pendente;Cosméticos;Não;20;Planejada;1057
Nordeste;Indústria de Saneantes;2022;Não Conforme;6;162;Registro de Produtos;Baixa;Médio;2;Requalificação de Pessoal;Concluída;Alimentos;Não;472;Não Planejada;1029
Norte;Indústria de Cosméticos;2023;Não Conforme;4;214;Rotulagem;Baixa;Grande;1;Adequação de Processo;Pendente;Saneantes;Não;162;Planejada;1055
Centro-Oeste;Laboratório;2018;Conforme;4;4;Registro de Produtos;Média;Grande;3;Reformulação de Produtos;Em Progresso;Alimentos;Sim;639;Planejada;1084
Nordeste;Indústria de Cosméticos;2022;Não Conforme;3;224;Armazenamento;Baixa;Grande;2;Melhoria de Infraestrutura;Concluída;Alimentos;Sim;34;Não Planejada;1089
Sudeste;Laboratório;2021;Não Conforme;5;29;Rotulagem;Baixa;Médio;2;Requalificação de Pessoal;Concluída;Alimentos;Não;115;Não Planejada;1087
Nordeste;Indústria de Cosméticos;2020;Conforme;6;302;Boas Práticas de Fabricação;Baixa;Pequeno;2;Requalificação de Pessoal;Pendente;Alimentos;Sim;430;Planejada;1053
Nordeste;Farmácia;2022;Não Conforme;9;203;Registro de Produtos;Baixa;Médio;2;Requalificação de Pessoal;Pendente;Medicamentos;Sim;21;Planejada;1085
Centro-Oeste;Indústria de Cosméticos;2021;Conforme;9;77;Armazenamento;Média;Grande;3;Requalificação de Pessoal;Em Progresso;Cosméticos;Sim;167;Não Planejada;1036
Centro-Oeste;Indústria de Cosméticos;2019;Não Conforme;0;59;Rotulagem;Baixa;Grande;1;Reformulação de Produtos;Concluída;Saneantes;Sim;296;Não Planejada;1089
Sul;Clínica;2021;Conforme;8;196;Rotulagem;Alta;Médio;4;Adequação de Processo;Pendente;Medicamentos;Sim;172;Planejada;1021
Sudeste;Indústria de Cosméticos;2019;Conforme;7;322;Boas Práticas de Fabricação;Alta;Grande;2;Melhoria de Infraestrutura;Concluída;Saneantes;Não;164;Não Planejada;1096
Centro-Oeste;Clínica;2022;Conforme;6;107;Condições Sanitárias;Média;Grande;4;Requalificação de Pessoal;Em Progresso;Saneantes;Não;217;Não Planejada;1023
Norte;Hospital;2019;Não Conforme;8;342;Registro de Produtos;Média;Grande;4;Reformulação de Produtos;Concluída;Medicamentos;Sim;199;Não Planejada;1068
Sudeste;Distribuidora;2021;Não Conforme;2;9;Armazenamento;Média;Grande;4;Requalificação de Pessoal;Pendente;Medicamentos;Sim;50;Planejada;1087
Sudeste;Indústria de Cosméticos;2020;Conforme;9;20;Rotulagem;Baixa;Grande;2;Melhoria de Infraestrutura;Em Progresso;Saneantes;Não;498;Planejada;1098
Centro-Oeste;Hospital;2018;Não Conforme;3;149;Registro de Produtos;Média;Pequeno;2;Requalificação de Pessoal;Em Progresso;Saneantes;Não;442;Planejada;1085
Sudeste;Indústria de Saneantes;2018;Não Conforme;6;17;Armazenamento;Baixa;Médio;2;Adequação de Processo;Concluída;Cosméticos;Sim;330;Planejada;1032
Centro-Oeste;Indústria de Saneantes;2020;Conforme;5;12;Armazenamento;Média;Médio;2;Requalificação de Pessoal;Pendente;Medicamentos;Não;330;Não Planejada;1016
Nordeste;Clínica;2023;Conforme;1;82;Rotulagem;Alta;Médio;0;Requalificação de Pessoal;Concluída;Medicamentos;Não;294;Não Planejada;1061
Sul;Indústria de Cosméticos;2018;Conforme;1;67;Registro de Produtos;Alta;Pequeno;1;Requalificação de Pessoal;Concluída;Saneantes;Sim;280;Planejada;1011
Nordeste;Indústria de Cosméticos;2022;Conforme;9;133;Armazenamento;Baixa;Pequeno;0;Adequação de Processo;Concluída;Saneantes;Sim;364;Planejada;1029
Centro-Oeste;Farmácia;2023;Não Conforme;6;53;Rotulagem;Média;Médio;3;Reformulação de Produtos;Pendente;Alimentos;Não;571;Planejada;1089
Centro-Oeste;Hospital;2022;Não Conforme;8;206;Registro de Produtos;Alta;Médio;0;Adequação de Processo;Concluída;Saneantes;Sim;173;Não Planejada;1012
Nordeste;Laboratório;2021;Não Conforme;8;233;Registro de Produtos;Baixa;Médio;0;Reformulação de Produtos;Concluída;Saneantes;Sim;154;Planejada;1005
Norte;Laboratório;2021;Não Conforme;6;54;Rotulagem;Alta;Grande;0;Adequação de Processo;Em Progresso;Cosméticos;Sim;492;Não Planejada;1066
Norte;Farmácia;2023;Não Conforme;7;68;Registro de Produtos;Média;Pequeno;1;Adequação de Processo;Em Progresso;Saneantes;Sim;595;Planejada;1010
Norte;Clínica;2023;Não Conforme;9;291;Condições Sanitárias;Baixa;Pequeno;4;Requalificação de Pessoal;Em Progresso;Alimentos;Não;267;Não Planejada;1059
Centro-Oeste;Laboratório;2023;Conforme;2;344;Armazenamento;Alta;Grande;3;Adequação de Processo;Pendente;Alimentos;Sim;640;Não Planejada;1009
Sudeste;Laboratório;2023;Não Conforme;0;169;Armazenamento;Média;Pequeno;3;Reformulação de Produtos;Concluída;Medicamentos;Não;698;Não Planejada;1074
Centro-Oeste;Indústria de Saneantes;2019;Não Conforme;6;161;Registro de Produtos;Baixa;Médio;1;Reformulação de Produtos;Concluída;Alimentos;Sim;418;Planejada;1015
Sudeste;Indústria de Saneantes;2023;Não Conforme;7;15;Rotulagem;Alta;Pequeno;0;Reformulação de Produtos;Em Progresso;Medicamentos;Sim;272;Planejada;1083
Nordeste;Distribuidora;2023;Conforme;1;191;Boas Práticas de Fabricação;Alta;Grande;4;Reformulação de Produtos;Concluída;Saneantes;Sim;443;Planejada;1041
Sul;Hospital;2021;Conforme;8;15;Registro de Produtos;Baixa;Médio;2;Adequação de Processo;Pendente;Alimentos;Sim;513;Planejada;1043
Sudeste;Clínica;2022;Não Conforme;3;287;Boas Práticas de Fabricação;Média;Pequeno;1;Requalificação de Pessoal;Concluída;Cosméticos;Sim;412;Planejada;1018
Norte;Indústria de Cosméticos;2021;Conforme;9;363;Registro de Produtos;Baixa;Médio;4;Melhoria de Infraestrutura;Em Progresso;Cosméticos;Sim;15;Não Planejada;1072
Centro-Oeste;Hospital;2018;Conforme;8;10;Boas Práticas de Fabricação;Alta;Pequeno;1;Reformulação de Produtos;Pendente;Alimentos;Sim;80;Não Planejada;1099
Nordeste;Clínica;2019;Não Conforme;2;57;Registro de Produtos;Alta;Médio;1;Adequação de Processo;Concluída;Medicamentos;Sim;686;Planejada;1014
Norte;Laboratório;2019;Não Conforme;7;199;Rotulagem;Alta;Grande;2;Requalificação de Pessoal;Concluída;Medicamentos;Não;544;Planejada;1086
Nordeste;Distribuidora;2022;Não Conforme;1;161;Boas Práticas de Fabricação;Média;Grande;4;Adequação de Processo;Concluída;Medicamentos;Não;551;Não Planejada;1084
Sul;Hospital;2023;Conforme;2;263;Condições Sanitárias;Alta;Pequeno;0;Reformulação de Produtos;Pendente;Alimentos;Não;705;Não Planejada;1038
Centro-Oeste;Laboratório;2021;Conforme;0;253;Rotulagem;Alta;Pequeno;4;Reformulação de Produtos;Concluída;Saneantes;Não;240;Planejada;1004
Centro-Oeste;Clínica;2018;Não Conforme;4;119;Registro de Produtos;Baixa;Médio;4;Requalificação de Pessoal;Em Progresso;Saneantes;Não;585;Planejada;1085
Sul;Hospital;2021;Conforme;3;80;Boas Práticas de Fabricação;Alta;Grande;0;Adequação de Processo;Em Progresso;Saneantes;Sim;605;Planejada;1030
Centro-Oeste;Indústria de Cosméticos;2023;Conforme;0;124;Armazenamento;Baixa;Médio;2;Reformulação de Produtos;Em Progresso;Medicamentos;Sim;89;Planejada;1078
Sudeste;Hospital;2023;Conforme;9;313;Rotulagem;Alta;Grande;4;Reformulação de Produtos;Em Progresso;Alimentos;Sim;254;Não Planejada;1027
Nordeste;Laboratório;2020;Não Conforme;8;72;Boas Práticas de Fabricação;Baixa;Médio;0;Melhoria de Infraestrutura;Pendente;Cosméticos;Sim;139;Planejada;1037
Norte;Hospital;2021;Não Conforme;5;168;Rotulagem;Baixa;Médio;1;Melhoria de Infraestrutura;Em Progresso;Saneantes;Não;710;Não Planejada;1051
Sul;Indústria de Cosméticos;2022;Não Conforme;5;284;Boas Práticas de Fabricação;Baixa;Médio;1;Reformulação de Produtos;Em Progresso;Saneantes;Não;290;Planejada;1014
Sudeste;Distribuidora;2021;Não Conforme;1;36;Armazenamento;Baixa;Pequeno;0;Melhoria de Infraestrutura;Em Progresso;Medicamentos;Não;306;Não Planejada;1018
Norte;Distribuidora;2019;Não Conforme;6;312;Condições Sanitárias;Média;Grande;1;Melhoria de Infraestrutura;Pendente;Saneantes;Não;172;Planejada;1034
Norte;Laboratório;2018;Conforme;8;175;Armazenamento;Alta;Pequeno;4;Reformulação de Produtos;Pendente;Alimentos;Sim;526;Planejada;1081
Sul;Clínica;2022;Conforme;5;199;Registro de Produtos;Média;Pequeno;0;Adequação de Processo;Concluída;Saneantes;Sim;328;Não Planejada;1073
Sudeste;Laboratório;2020;Conforme;7;116;Rotulagem;Alta;Médio;4;Adequação de Processo;Em Progresso;Medicamentos;Sim;153;Não Planejada;1014
Norte;Distribuidora;2018;Conforme;4;315;Condições Sanitárias;Baixa;Grande;3;Adequação de Processo;Concluída;Alimentos;Não;708;Não Planejada;1087
Norte;Farmácia;2018;Conforme;1;220;Rotulagem;Alta;Pequeno;2;Requalificação de Pessoal;Pendente;Medicamentos;Não;178;Não Planejada;1046
Sudeste;Farmácia;2019;Conforme;3;66;Boas Práticas de Fabricação;Baixa;Médio;2;Adequação de Processo;Concluída;Cosméticos;Sim;607;Planejada;1055
Centro-Oeste;Hospital;2019;Não Conforme;0;265;Registro de Produtos;Alta;Grande;2;Requalificação de Pessoal;Pendente;Saneantes;Sim;416;Não Planejada;1019
Norte;Indústria de Cosméticos;2019;Não Conforme;0;134;Registro de Produtos;Baixa;Grande;0;Requalificação de Pessoal;Concluída;Alimentos;Sim;311;Planejada;1074
Nordeste;Indústria de Saneantes;2022;Conforme;5;119;Rotulagem;Alta;Pequeno;3;Melhoria de Infraestrutura;Em Progresso;Alimentos;Não;590;Planejada;1008
Sudeste;Indústria de Saneantes;2021;Não Conforme;1;122;Registro de Produtos;Alta;Médio;2;Requalificação de Pessoal;Pendente;Saneantes;Não;244;Planejada;1004
Norte;Indústria de Saneantes;2018;Conforme;5;321;Rotulagem;Alta;Pequeno;4;Requalificação de Pessoal;Pendente;Cosméticos;Sim;409;Planejada;1010
Sul;Hospital;2021;Conforme;0;87;Boas Práticas de Fabricação;Baixa;Grande;2;Requalificação de Pessoal;Pendente;Cosméticos;Não;220;Planejada;1090
Nordeste;Farmácia;2021;Não Conforme;9;289;Boas Práticas de Fabricação;Alta;Pequeno;3;Requalificação de Pessoal;Em Progresso;Saneantes;Sim;719;Planejada;1001
Norte;Distribuidora;2019;Não Conforme;2;137;Rotulagem;Baixa;Médio;4;Melhoria de Infraestrutura;Em Progresso;Saneantes;Sim;436;Não Planejada;1051
Nordeste;Hospital;2021;Conforme;8;53;Armazenamento;Média;Grande;4;Reformulação de Produtos;Pendente;Saneantes;Sim;184;Planejada;1019
Nordeste;Indústria de Saneantes;2018;Não Conforme;1;205;Armazenamento;Alta;Médio;0;Requalificação de Pessoal;Pendente;Medicamentos;Não;627;Planejada;1020
Centro-Oeste;Indústria de Saneantes;2018;Conforme;7;348;Boas Práticas de Fabricação;Baixa;Médio;0;Reformulação de Produtos;Em Progresso;Alimentos;Não;124;Não Planejada;1050
Nordeste;Laboratório;2023;Conforme;5;51;Condições Sanitárias;Baixa;Grande;1;Adequação de Processo;Em Progresso;Alimentos;Não;238;Planejada;1029
Centro-Oeste;Indústria de Saneantes;2020;Conforme;5;327;Armazenamento;Baixa;Médio;3;Adequação de Processo;Em Progresso;Saneantes;Não;620;Não Planejada;1047
Sudeste;Indústria de Cosméticos;2022;Conforme;6;40;Rotulagem;Média;Médio;4;Reformulação de Produtos;Em Progresso;Medicamentos;Não;406;Planejada;1000
Centro-Oeste;Indústria de Saneantes;2021;Conforme;4;250;Boas Práticas de Fabricação;Baixa;Médio;3;Reformulação de Produtos;Em Progresso;Medicamentos;Sim;559;Planejada;1034
Sul;Laboratório;2022;Não Conforme;3;218;Registro de Produtos;Média;Grande;2;Adequação de Processo;Em Progresso;Alimentos;Sim;198;Não Planejada;1025
Norte;Indústria de Saneantes;2022;Conforme;5;179;Registro de Produtos;Média;Médio;2;Melhoria de Infraestrutura;Concluída;Cosméticos;Não;563;Não Planejada;1095
Sudeste;Indústria de Cosméticos;2022;Não Conforme;7;39;Armazenamento;Baixa;Pequeno;1;Melhoria de Infraestrutura;Em Progresso;Saneantes;Não;706;Planejada;1008
Sudeste;Distribuidora;2023;Conforme;3;183;Condições Sanitárias;Alta;Pequeno;4;Requalificação de Pessoal;Em Progresso;Saneantes;Sim;582;Não Planejada;1039
Sul;Hospital;2022;Não Conforme;4;224;Armazenamento;Média;Médio;4;Melhoria de Infraestrutura;Pendente;Medicamentos;Não;87;Planejada;1020
Centro-Oeste;Indústria de Cosméticos;2023;Conforme;6;164;Condições Sanitárias;Baixa;Pequeno;1;Melhoria de Infraestrutura;Pendente;Alimentos;Não;75;Não Planejada;1079
Norte;Laboratório;2018;Não Conforme;5;234;Armazenamento;Média;Pequeno;2;Requalificação de Pessoal;Concluída;Medicamentos;Não;705;Não Planejada;1011
Centro-Oeste;Hospital;2021;Conforme;3;193;Registro de Produtos;Baixa;Grande;4;Requalificação de Pessoal;Em Progresso;Cosméticos;Não;333;Planejada;1099
Nordeste;Hospital;2023;Conforme;3;85;Condições Sanitárias;Baixa;Médio;3;Melhoria de Infraestrutura;Pendente;Alimentos;Sim;431;Não Planejada;1036
Centro-Oeste;Laboratório;2020;Não Conforme;9;243;Registro de Produtos;Média;Grande;4;Reformulação de Produtos;Pendente;Saneantes;Não;370;Planejada;1090
Sudeste;Farmácia;2022;Não Conforme;3;173;Rotulagem;Baixa;Médio;2;Requalificação de Pessoal;Concluída;Alimentos;Sim;44;Planejada;1070
Norte;Indústria de Saneantes;2020;Não Conforme;0;37;Rotulagem;Média;Pequeno;4;Reformulação de Produtos;Em Progresso;Alimentos;Não;297;Não Planejada;1093
Centro-Oeste;Indústria de Cosméticos;2018;Não Conforme;4;87;Boas Práticas de Fabricação;Baixa;Grande;4;Adequação de Processo;Pendente;Saneantes;Não;466;Não Planejada;1023
Norte;Laboratório;2018;Não Conforme;7;129;Registro de Produtos;Alta;Grande;0;Requalificação de Pessoal;Em Progresso;Cosméticos;Sim;250;Planejada;1049
Norte;Distribuidora;2019;Não Conforme;6;194;Registro de Produtos;Alta;Pequeno;4;Reformulação de Produtos;Concluída;Medicamentos;Sim;422;Não Planejada;1053
Nordeste;Clínica;2022;Conforme;4;319;Boas Práticas de Fabricação;Média;Pequeno;1;Requalificação de Pessoal;Concluída;Cosméticos;Não;473;Planejada;1093
Nordeste;Laboratório;2019;Conforme;2;43;Rotulagem;Média;Médio;1;Requalificação de Pessoal;Em Progresso;Cosméticos;Sim;273;Não Planejada;1083
